X,Y,Z,F
2.5800,-0.3600,-21.4200,21.5780
4.7400,2.2200,-16.9800,17.7680
7.2600,5.4000,-18.1200,20.2530
2.0400,2.8200,-27.7200,27.9380
2.5800,-0.3600,-21.4200,21.5780
4.7400,2.2200,-16.9800,17.7680
7.2600,5.4000,-18.1200,20.2530
9.9600,4.3800,-20.2800,23.0140
2.5800,-0.3600,-21.4200,21.5780
4.7400,2.2200,-16.9800,17.7680
7.2600,5.4000,-18.1200,20.2530
9.9600,4.3800,-20.2800,23.0140
12.1200,1.2600,-19.5000,22.9940
4.7400,2.2200,-16.9800,17.7680
7.2600,5.4000,-18.1200,20.2530
9.9600,4.3800,-20.2800,23.0140
12.1200,1.2600,-19.5000,22.9940
15.0600,-2.9400,-16.2600,22.3570
7.2600,5.4000,-18.1200,20.2530
9.9600,4.3800,-20.2800,23.0140
12.1200,1.2600,-19.5000,22.9940
15.0600,-2.9400,-16.2600,22.3570
15.6000,-4.5000,-14.7000,21.9020
9.9600,4.3800,-20.2800,23.0140
12.1200,1.2600,-19.5000,22.9940
15.0600,-2.9400,-16.2600,22.3570
15.6000,-4.5000,-14.7000,21.9020
15.3000,-6.0000,-9.8400,19.1550
12.1200,1.2600,-19.5000,22.9940
15.0600,-2.9400,-16.2600,22.3570
15.6000,-4.5000,-14.7000,21.9020
15.3000,-6.0000,-9.8400,19.1550
13.9200,-4.5600,-5.7600,15.7400
15.0600,-2.9400,-16.2600,22.3570
15.6000,-4.5000,-14.7000,21.9020
15.3000,-6.0000,-9.8400,19.1550
13.9200,-4.5600,-5.7600,15.7400
10.6800,2.8800,-1.6800,11.1880
15.6000,-4.5000,-14.7000,21.9020
15.3000,-6.0000,-9.8400,19.1550
13.9200,-4.5600,-5.7600,15.7400
10.6800,2.8800,-1.6800,11.1880
9.0000,9.7800,-1.4400,13.3690
15.3000,-6.0000,-9.8400,19.1550
13.9200,-4.5600,-5.7600,15.7400
10.6800,2.8800,-1.6800,11.1880
9.0000,9.7800,-1.4400,13.3690
6.4800,14.5800,-8.8800,18.2600
13.9200,-4.5600,-5.7600,15.7400
10.6800,2.8800,-1.6800,11.1880
9.0000,9.7800,-1.4400,13.3690
6.4800,14.5800,-8.8800,18.2600
2.7600,13.2000,-16.0800,20.9860
10.6800,2.8800,-1.6800,11.1880
9.0000,9.7800,-1.4400,13.3690
6.4800,14.5800,-8.8800,18.2600
2.7600,13.2000,-16.0800,20.9860
-3.6000,8.9400,-22.4400,24.4220
9.0000,9.7800,-1.4400,13.3690
6.4800,14.5800,-8.8800,18.2600
2.7600,13.2000,-16.0800,20.9860
-3.6000,8.9400,-22.4400,24.4220
-6.0600,5.2200,-21.3000,22.7520
6.4800,14.5800,-8.8800,18.2600
2.7600,13.2000,-16.0800,20.9860
-3.6000,8.9400,-22.4400,24.4220
-6.0600,5.2200,-21.3000,22.7520
-6.0600,3.1200,-15.5400,16.9690
2.7600,13.2000,-16.0800,20.9860
-3.6000,8.9400,-22.4400,24.4220
-6.0600,5.2200,-21.3000,22.7520
-6.0600,3.1200,-15.5400,16.9690
-3.1800,3.8400,-14.5200,15.3520
-3.6000,8.9400,-22.4400,24.4220
-6.0600,5.2200,-21.3000,22.7520
-6.0600,3.1200,-15.5400,16.9690
-3.1800,3.8400,-14.5200,15.3520
1.3800,1.1400,-20.2200,20.2990
-6.0600,5.2200,-21.3000,22.7520
-6.0600,3.1200,-15.5400,16.9690
-3.1800,3.8400,-14.5200,15.3520
1.3800,1.1400,-20.2200,20.2990
4.1400,-0.1800,-24.6000,24.9470
-6.0600,3.1200,-15.5400,16.9690
-3.1800,3.8400,-14.5200,15.3520
1.3800,1.1400,-20.2200,20.2990
4.1400,-0.1800,-24.6000,24.9470
7.9800,1.2000,-26.9400,28.1230
-3.1800,3.8400,-14.5200,15.3520
1.3800,1.1400,-20.2200,20.2990
4.1400,-0.1800,-24.6000,24.9470
7.9800,1.2000,-26.9400,28.1230
9.0600,3.1800,-24.9600,26.7430
1.3800,1.1400,-20.2200,20.2990
4.1400,-0.1800,-24.6000,24.9470
7.9800,1.2000,-26.9400,28.1230
9.0600,3.1800,-24.9600,26.7430
7.9200,4.8000,-22.1400,23.9990
4.1400,-0.1800,-24.6000,24.9470
7.9800,1.2000,-26.9400,28.1230
9.0600,3.1800,-24.9600,26.7430
7.9200,4.8000,-22.1400,23.9990
7.6200,5.6400,-24.0000,25.8050
7.9800,1.2000,-26.9400,28.1230
9.0600,3.1800,-24.9600,26.7430
7.9200,4.8000,-22.1400,23.9990
7.6200,5.6400,-24.0000,25.8050
6.2400,3.0600,-29.5800,30.3850
9.0600,3.1800,-24.9600,26.7430
7.9200,4.8000,-22.1400,23.9990
7.6200,5.6400,-24.0000,25.8050
6.2400,3.0600,-29.5800,30.3850
5.0400,1.7400,-33.1200,33.5460
7.9200,4.8000,-22.1400,23.9990
7.6200,5.6400,-24.0000,25.8050
6.2400,3.0600,-29.5800,30.3850
5.0400,1.7400,-33.1200,33.5460
1.8000,1.3200,-35.7600,35.8300
7.6200,5.6400,-24.0000,25.8050
6.2400,3.0600,-29.5800,30.3850
5.0400,1.7400,-33.1200,33.5460
1.8000,1.3200,-35.7600,35.8300
-1.5600,0.9600,-36.4200,36.4660
6.2400,3.0600,-29.5800,30.3850
5.0400,1.7400,-33.1200,33.5460
1.8000,1.3200,-35.7600,35.8300
-1.5600,0.9600,-36.4200,36.4660
-6.9600,-1.0200,-35.1600,35.8570
5.0400,1.7400,-33.1200,33.5460
1.8000,1.3200,-35.7600,35.8300
-1.5600,0.9600,-36.4200,36.4660
-6.9600,-1.0200,-35.1600,35.8570
-10.8600,-0.9000,-31.6800,33.5020
1.8000,1.3200,-35.7600,35.8300
-1.5600,0.9600,-36.4200,36.4660
-6.9600,-1.0200,-35.1600,35.8570
-10.8600,-0.9000,-31.6800,33.5020
-16.0200,3.1200,-22.5600,27.8450
-1.5600,0.9600,-36.4200,36.4660
-6.9600,-1.0200,-35.1600,35.8570
-10.8600,-0.9000,-31.6800,33.5020
-16.0200,3.1200,-22.5600,27.8450
-20.4000,7.1400,-16.2600,27.0470
-6.9600,-1.0200,-35.1600,35.8570
-10.8600,-0.9000,-31.6800,33.5020
-16.0200,3.1200,-22.5600,27.8450
-20.4000,7.1400,-16.2600,27.0470
-24.4200,10.3200,-8.5800,27.8650
-10.8600,-0.9000,-31.6800,33.5020
-16.0200,3.1200,-22.5600,27.8450
-20.4000,7.1400,-16.2600,27.0470
-24.4200,10.3200,-8.5800,27.8650
-25.2600,9.0600,-2.8200,26.9830
-16.0200,3.1200,-22.5600,27.8450
-20.4000,7.1400,-16.2600,27.0470
-24.4200,10.3200,-8.5800,27.8650
-25.2600,9.0600,-2.8200,26.9830
-21.1200,12.0000,6.7800,25.2190
-20.4000,7.1400,-16.2600,27.0470
-24.4200,10.3200,-8.5800,27.8650
-25.2600,9.0600,-2.8200,26.9830
-21.1200,12.0000,6.7800,25.2190
-16.2000,15.2400,9.4800,24.1780
-24.4200,10.3200,-8.5800,27.8650
-25.2600,9.0600,-2.8200,26.9830
-21.1200,12.0000,6.7800,25.2190
-16.2000,15.2400,9.4800,24.1780
-3.9600,18.4200,5.8200,19.7190
-25.2600,9.0600,-2.8200,26.9830
-21.1200,12.0000,6.7800,25.2190
-16.2000,15.2400,9.4800,24.1780
-3.9600,18.4200,5.8200,19.7190
2.7000,14.6400,-2.3400,15.0700
-21.1200,12.0000,6.7800,25.2190
-16.2000,15.2400,9.4800,24.1780
-3.9600,18.4200,5.8200,19.7190
2.7000,14.6400,-2.3400,15.0700
7.6200,2.7600,-17.4000,19.1950
-16.2000,15.2400,9.4800,24.1780
-3.9600,18.4200,5.8200,19.7190
2.7000,14.6400,-2.3400,15.0700
7.6200,2.7600,-17.4000,19.1950
6.9600,-5.5800,-27.7200,29.1200
-3.9600,18.4200,5.8200,19.7190
2.7000,14.6400,-2.3400,15.0700
7.6200,2.7600,-17.4000,19.1950
6.9600,-5.5800,-27.7200,29.1200
5.4000,-7.9800,-29.7600,31.2810
2.7000,14.6400,-2.3400,15.0700
7.6200,2.7600,-17.4000,19.1950
6.9600,-5.5800,-27.7200,29.1200
5.4000,-7.9800,-29.7600,31.2810
4.9800,-6.1800,-30.2400,31.2640
8.8200,-41.9400,17.5800,46.3230
6.8400,-41.1600,15.0000,44.3390
4.8600,-41.2800,11.4000,43.1000
5.7000,-43.8000,4.5600,44.4040
10.2600,-47.8800,-1.6200,48.9940
6.8400,-41.1600,15.0000,44.3390
4.8600,-41.2800,11.4000,43.1000
5.7000,-43.8000,4.5600,44.4040
10.2600,-47.8800,-1.6200,48.9940
9.7200,-49.6800,-5.8200,50.9550
4.8600,-41.2800,11.4000,43.1000
5.7000,-43.8000,4.5600,44.4040
10.2600,-47.8800,-1.6200,48.9940
9.7200,-49.6800,-5.8200,50.9550
10.9800,-48.0000,-12.7800,50.8710
5.7000,-43.8000,4.5600,44.4040
10.2600,-47.8800,-1.6200,48.9940
9.7200,-49.6800,-5.8200,50.9550
10.9800,-48.0000,-12.7800,50.8710
8.5200,-43.3200,-19.2600,48.1680
10.2600,-47.8800,-1.6200,48.9940
9.7200,-49.6800,-5.8200,50.9550
10.9800,-48.0000,-12.7800,50.8710
8.5200,-43.3200,-19.2600,48.1680
4.2000,-38.8200,-22.1400,44.8870
9.7200,-49.6800,-5.8200,50.9550
10.9800,-48.0000,-12.7800,50.8710
8.5200,-43.3200,-19.2600,48.1680
4.2000,-38.8200,-22.1400,44.8870
0.2400,-39.9000,-21.6000,45.3720
10.9800,-48.0000,-12.7800,50.8710
8.5200,-43.3200,-19.2600,48.1680
4.2000,-38.8200,-22.1400,44.8870
0.2400,-39.9000,-21.6000,45.3720
-5.7600,-45.4200,-18.1200,49.2390
8.5200,-43.3200,-19.2600,48.1680
4.2000,-38.8200,-22.1400,44.8870
0.2400,-39.9000,-21.6000,45.3720
-5.7600,-45.4200,-18.1200,49.2390
-10.3800,-50.8200,-12.8400,53.4350
4.2000,-38.8200,-22.1400,44.8870
0.2400,-39.9000,-21.6000,45.3720
-5.7600,-45.4200,-18.1200,49.2390
-10.3800,-50.8200,-12.8400,53.4350
-14.5800,-51.2400,-8.7600,53.9890
0.2400,-39.9000,-21.6000,45.3720
-5.7600,-45.4200,-18.1200,49.2390
-10.3800,-50.8200,-12.8400,53.4350
-14.5800,-51.2400,-8.7600,53.9890
-18.9000,-49.7400,-3.4800,53.3230
-5.7600,-45.4200,-18.1200,49.2390
-10.3800,-50.8200,-12.8400,53.4350
-14.5800,-51.2400,-8.7600,53.9890
-18.9000,-49.7400,-3.4800,53.3230
-20.8200,-49.9800,-3.7800,54.2750
-10.3800,-50.8200,-12.8400,53.4350
-14.5800,-51.2400,-8.7600,53.9890
-18.9000,-49.7400,-3.4800,53.3230
-20.8200,-49.9800,-3.7800,54.2750
-18.4200,-53.0400,-7.5600,56.6540
-14.5800,-51.2400,-8.7600,53.9890
-18.9000,-49.7400,-3.4800,53.3230
-20.8200,-49.9800,-3.7800,54.2750
-18.4200,-53.0400,-7.5600,56.6540
-11.5800,-54.5400,-10.5000,56.7360
-18.9000,-49.7400,-3.4800,53.3230
-20.8200,-49.9800,-3.7800,54.2750
-18.4200,-53.0400,-7.5600,56.6540
-11.5800,-54.5400,-10.5000,56.7360
-4.6800,-51.6600,-12.0600,53.2550
-20.8200,-49.9800,-3.7800,54.2750
-18.4200,-53.0400,-7.5600,56.6540
-11.5800,-54.5400,-10.5000,56.7360
-4.6800,-51.6600,-12.0600,53.2550
-1.8000,-47.4600,-13.0800,49.2620
-18.4200,-53.0400,-7.5600,56.6540
-11.5800,-54.5400,-10.5000,56.7360
-4.6800,-51.6600,-12.0600,53.2550
-1.8000,-47.4600,-13.0800,49.2620
0.6600,-45.3000,-14.1000,47.4480
-11.5800,-54.5400,-10.5000,56.7360
-4.6800,-51.6600,-12.0600,53.2550
-1.8000,-47.4600,-13.0800,49.2620
0.6600,-45.3000,-14.1000,47.4480
3.4800,-41.4600,-15.7800,44.4980
-4.6800,-51.6600,-12.0600,53.2550
-1.8000,-47.4600,-13.0800,49.2620
0.6600,-45.3000,-14.1000,47.4480
3.4800,-41.4600,-15.7800,44.4980
9.2400,-39.7200,-15.0000,43.4520
-1.8000,-47.4600,-13.0800,49.2620
0.6600,-45.3000,-14.1000,47.4480
3.4800,-41.4600,-15.7800,44.4980
9.2400,-39.7200,-15.0000,43.4520
13.6200,-39.3000,-17.1600,44.9940
0.6600,-45.3000,-14.1000,47.4480
3.4800,-41.4600,-15.7800,44.4980
9.2400,-39.7200,-15.0000,43.4520
13.6200,-39.3000,-17.1600,44.9940
18.9000,-41.0400,-23.4600,50.9100
3.4800,-41.4600,-15.7800,44.4980
9.2400,-39.7200,-15.0000,43.4520
13.6200,-39.3000,-17.1600,44.9940
18.9000,-41.0400,-23.4600,50.9100
25.3200,-42.6600,-34.1400,60.2210
9.2400,-39.7200,-15.0000,43.4520
13.6200,-39.3000,-17.1600,44.9940
18.9000,-41.0400,-23.4600,50.9100
25.3200,-42.6600,-34.1400,60.2210
28.1400,-44.2200,-42.3600,67.3920
13.6200,-39.3000,-17.1600,44.9940
18.9000,-41.0400,-23.4600,50.9100
25.3200,-42.6600,-34.1400,60.2210
28.1400,-44.2200,-42.3600,67.3920
32.3400,-51.4200,-51.3000,79.5080
18.9000,-41.0400,-23.4600,50.9100
25.3200,-42.6600,-34.1400,60.2210
28.1400,-44.2200,-42.3600,67.3920
32.3400,-51.4200,-51.3000,79.5080
30.5400,-63.4800,-52.8000,88.0350
25.3200,-42.6600,-34.1400,60.2210
28.1400,-44.2200,-42.3600,67.3920
32.3400,-51.4200,-51.3000,79.5080
30.5400,-63.4800,-52.8000,88.0350
30.4800,-69.0600,-43.5000,87.1240
28.1400,-44.2200,-42.3600,67.3920
32.3400,-51.4200,-51.3000,79.5080
30.5400,-63.4800,-52.8000,88.0350
30.4800,-69.0600,-43.5000,87.1240
23.0400,-71.9400,-30.3000,81.3900
32.3400,-51.4200,-51.3000,79.5080
30.5400,-63.4800,-52.8000,88.0350
30.4800,-69.0600,-43.5000,87.1240
23.0400,-71.9400,-30.3000,81.3900
19.5000,-69.7800,-22.0200,75.7260
30.5400,-63.4800,-52.8000,88.0350
30.4800,-69.0600,-43.5000,87.1240
23.0400,-71.9400,-30.3000,81.3900
19.5000,-69.7800,-22.0200,75.7260
15.0600,-64.6200,-18.9600,69.0070
30.4800,-69.0600,-43.5000,87.1240
23.0400,-71.9400,-30.3000,81.3900
19.5000,-69.7800,-22.0200,75.7260
15.0600,-64.6200,-18.9600,69.0070
14.5800,-60.9600,-17.4000,65.0500
23.0400,-71.9400,-30.3000,81.3900
19.5000,-69.7800,-22.0200,75.7260
15.0600,-64.6200,-18.9600,69.0070
14.5800,-60.9600,-17.4000,65.0500
15.1800,-56.4000,-14.3400,60.1420
19.5000,-69.7800,-22.0200,75.7260
15.0600,-64.6200,-18.9600,69.0070
14.5800,-60.9600,-17.4000,65.0500
15.1800,-56.4000,-14.3400,60.1420
15.3000,-52.3800,-10.8600,55.6390
15.0600,-64.6200,-18.9600,69.0070
14.5800,-60.9600,-17.4000,65.0500
15.1800,-56.4000,-14.3400,60.1420
15.3000,-52.3800,-10.8600,55.6390
15.6000,-51.2400,-6.9600,54.0120
14.5800,-60.9600,-17.4000,65.0500
15.1800,-56.4000,-14.3400,60.1420
15.3000,-52.3800,-10.8600,55.6390
15.6000,-51.2400,-6.9600,54.0120
15.7200,-50.5800,-0.6600,52.9710
15.1800,-56.4000,-14.3400,60.1420
15.3000,-52.3800,-10.8600,55.6390
15.6000,-51.2400,-6.9600,54.0120
15.7200,-50.5800,-0.6600,52.9710
15.4800,-48.3000,4.8600,50.9520
15.3000,-52.3800,-10.8600,55.6390
15.6000,-51.2400,-6.9600,54.0120
15.7200,-50.5800,-0.6600,52.9710
15.4800,-48.3000,4.8600,50.9520
15.0000,-46.5600,7.5600,49.4970
15.6000,-51.2400,-6.9600,54.0120
15.7200,-50.5800,-0.6600,52.9710
15.4800,-48.3000,4.8600,50.9520
15.0000,-46.5600,7.5600,49.4970
16.0200,-45.2400,4.6800,48.2200
15.7200,-50.5800,-0.6600,52.9710
15.4800,-48.3000,4.8600,50.9520
15.0000,-46.5600,7.5600,49.4970
16.0200,-45.2400,4.6800,48.2200
17.3400,-47.2800,0.2400,50.3600
15.4800,-48.3000,4.8600,50.9520
15.0000,-46.5600,7.5600,49.4970
16.0200,-45.2400,4.6800,48.2200
17.3400,-47.2800,0.2400,50.3600
18.9000,-49.3200,-2.2800,52.8670
15.0000,-46.5600,7.5600,49.4970
16.0200,-45.2400,4.6800,48.2200
17.3400,-47.2800,0.2400,50.3600
18.9000,-49.3200,-2.2800,52.8670
18.6000,-53.2200,-3.9600,56.5160
16.0200,-45.2400,4.6800,48.2200
17.3400,-47.2800,0.2400,50.3600
18.9000,-49.3200,-2.2800,52.8670
18.6000,-53.2200,-3.9600,56.5160
19.8000,-56.7600,-4.8600,60.3110
17.3400,-47.2800,0.2400,50.3600
18.9000,-49.3200,-2.2800,52.8670
18.6000,-53.2200,-3.9600,56.5160
19.8000,-56.7600,-4.8600,60.3110
19.3800,-59.3400,-7.2000,62.8380
18.9000,-49.3200,-2.2800,52.8670
18.6000,-53.2200,-3.9600,56.5160
19.8000,-56.7600,-4.8600,60.3110
19.3800,-59.3400,-7.2000,62.8380
19.6800,-59.2800,-7.2000,62.8750
18.6000,-53.2200,-3.9600,56.5160
19.8000,-56.7600,-4.8600,60.3110
19.3800,-59.3400,-7.2000,62.8380
19.6800,-59.2800,-7.2000,62.8750
15.7800,-60.1200,-4.8600,62.3460
19.8000,-56.7600,-4.8600,60.3110
19.3800,-59.3400,-7.2000,62.8380
19.6800,-59.2800,-7.2000,62.8750
15.7800,-60.1200,-4.8600,62.3460
14.4000,-60.7200,-1.3200,62.4180
19.3800,-59.3400,-7.2000,62.8380
19.6800,-59.2800,-7.2000,62.8750
15.7800,-60.1200,-4.8600,62.3460
14.4000,-60.7200,-1.3200,62.4180
13.4400,-60.8400,2.1600,62.3440
19.6800,-59.2800,-7.2000,62.8750
15.7800,-60.1200,-4.8600,62.3460
14.4000,-60.7200,-1.3200,62.4180
13.4400,-60.8400,2.1600,62.3440
10.2600,-57.4800,5.2800,58.6270
15.7800,-60.1200,-4.8600,62.3460
14.4000,-60.7200,-1.3200,62.4180
13.4400,-60.8400,2.1600,62.3440
10.2600,-57.4800,5.2800,58.6270
8.5200,-48.6000,7.6800,49.9350
14.4000,-60.7200,-1.3200,62.4180
13.4400,-60.8400,2.1600,62.3440
10.2600,-57.4800,5.2800,58.6270
8.5200,-48.6000,7.6800,49.9350
8.9400,-42.7800,7.3800,44.3230
13.4400,-60.8400,2.1600,62.3440
10.2600,-57.4800,5.2800,58.6270
8.5200,-48.6000,7.6800,49.9350
8.9400,-42.7800,7.3800,44.3230
9.4800,-39.6000,6.4200,41.2220
10.2600,-57.4800,5.2800,58.6270
8.5200,-48.6000,7.6800,49.9350
8.9400,-42.7800,7.3800,44.3230
9.4800,-39.6000,6.4200,41.2220
10.3800,-42.6600,7.3200,44.5110
8.5200,-48.6000,7.6800,49.9350
8.9400,-42.7800,7.3800,44.3230
9.4800,-39.6000,6.4200,41.2220
10.3800,-42.6600,7.3200,44.5110
9.8400,-48.9600,8.4600,50.6510
8.9400,-42.7800,7.3800,44.3230
9.4800,-39.6000,6.4200,41.2220
10.3800,-42.6600,7.3200,44.5110
9.8400,-48.9600,8.4600,50.6510
9.3000,-55.2000,9.9000,56.8470
9.4800,-39.6000,6.4200,41.2220
10.3800,-42.6600,7.3200,44.5110
9.8400,-48.9600,8.4600,50.6510
9.3000,-55.2000,9.9000,56.8470
11.4000,-59.2200,8.9400,60.9660
10.3800,-42.6600,7.3200,44.5110
9.8400,-48.9600,8.4600,50.6510
9.3000,-55.2000,9.9000,56.8470
11.4000,-59.2200,8.9400,60.9660
15.6000,-60.8400,4.7400,62.9870
9.8400,-48.9600,8.4600,50.6510
9.3000,-55.2000,9.9000,56.8470
11.4000,-59.2200,8.9400,60.9660
15.6000,-60.8400,4.7400,62.9870
22.2600,-58.4400,2.0400,62.5690
9.3000,-55.2000,9.9000,56.8470
11.4000,-59.2200,8.9400,60.9660
15.6000,-60.8400,4.7400,62.9870
22.2600,-58.4400,2.0400,62.5690
25.8000,-56.7000,2.4600,62.3420
11.4000,-59.2200,8.9400,60.9660
15.6000,-60.8400,4.7400,62.9870
22.2600,-58.4400,2.0400,62.5690
25.8000,-56.7000,2.4600,62.3420
32.1600,-52.7400,5.7600,62.0400
15.6000,-60.8400,4.7400,62.9870
22.2600,-58.4400,2.0400,62.5690
25.8000,-56.7000,2.4600,62.3420
32.1600,-52.7400,5.7600,62.0400
36.9600,-50.7600,3.4800,62.8870
22.2600,-58.4400,2.0400,62.5690
25.8000,-56.7000,2.4600,62.3420
32.1600,-52.7400,5.7600,62.0400
36.9600,-50.7600,3.4800,62.8870
39.4200,-47.4600,1.5600,61.7160
25.8000,-56.7000,2.4600,62.3420
32.1600,-52.7400,5.7600,62.0400
36.9600,-50.7600,3.4800,62.8870
39.4200,-47.4600,1.5600,61.7160
37.9200,-47.4000,0.8400,60.7070
32.1600,-52.7400,5.7600,62.0400
36.9600,-50.7600,3.4800,62.8870
39.4200,-47.4600,1.5600,61.7160
37.9200,-47.4000,0.8400,60.7070
34.9800,-47.5200,-1.0800,59.0160
36.9600,-50.7600,3.4800,62.8870
39.4200,-47.4600,1.5600,61.7160
37.9200,-47.4000,0.8400,60.7070
34.9800,-47.5200,-1.0800,59.0160
29.2200,-49.2600,-4.2600,57.4330
39.4200,-47.4600,1.5600,61.7160
37.9200,-47.4000,0.8400,60.7070
34.9800,-47.5200,-1.0800,59.0160
29.2200,-49.2600,-4.2600,57.4330
26.6400,-49.2000,-4.7400,56.1500
37.9200,-47.4000,0.8400,60.7070
34.9800,-47.5200,-1.0800,59.0160
29.2200,-49.2600,-4.2600,57.4330
26.6400,-49.2000,-4.7400,56.1500
24.6000,-49.2600,-6.1200,55.4000
34.9800,-47.5200,-1.0800,59.0160
29.2200,-49.2600,-4.2600,57.4330
26.6400,-49.2000,-4.7400,56.1500
24.6000,-49.2600,-6.1200,55.4000
23.1000,-49.9200,-8.4600,55.6520
29.2200,-49.2600,-4.2600,57.4330
26.6400,-49.2000,-4.7400,56.1500
24.6000,-49.2600,-6.1200,55.4000
23.1000,-49.9200,-8.4600,55.6520
20.8800,-50.2200,-10.9800,55.4850
26.6400,-49.2000,-4.7400,56.1500
24.6000,-49.2600,-6.1200,55.4000
23.1000,-49.9200,-8.4600,55.6520
20.8800,-50.2200,-10.9800,55.4850
17.7000,-50.5800,-13.9200,55.3660
24.6000,-49.2600,-6.1200,55.4000
23.1000,-49.9200,-8.4600,55.6520
20.8800,-50.2200,-10.9800,55.4850
17.7000,-50.5800,-13.9200,55.3660
11.7000,-49.8000,-15.2400,53.3780
23.1000,-49.9200,-8.4600,55.6520
20.8800,-50.2200,-10.9800,55.4850
17.7000,-50.5800,-13.9200,55.3660
11.7000,-49.8000,-15.2400,53.3780
8.2200,-48.1200,-13.5000,50.6490
20.8800,-50.2200,-10.9800,55.4850
17.7000,-50.5800,-13.9200,55.3660
11.7000,-49.8000,-15.2400,53.3780
8.2200,-48.1200,-13.5000,50.6490
6.5400,-47.2200,-12.4200,49.2620
17.7000,-50.5800,-13.9200,55.3660
11.7000,-49.8000,-15.2400,53.3780
8.2200,-48.1200,-13.5000,50.6490
6.5400,-47.2200,-12.4200,49.2620
4.2600,-49.5000,-12.9600,51.3450
11.7000,-49.8000,-15.2400,53.3780
8.2200,-48.1200,-13.5000,50.6490
6.5400,-47.2200,-12.4200,49.2620
4.2600,-49.5000,-12.9600,51.3450
5.2800,-52.8000,-10.8600,54.1630
8.2200,-48.1200,-13.5000,50.6490
6.5400,-47.2200,-12.4200,49.2620
4.2600,-49.5000,-12.9600,51.3450
5.2800,-52.8000,-10.8600,54.1630
6.5400,-51.9600,-7.1400,52.8540
6.5400,-47.2200,-12.4200,49.2620
4.2600,-49.5000,-12.9600,51.3450
5.2800,-52.8000,-10.8600,54.1630
6.5400,-51.9600,-7.1400,52.8540
11.2800,-50.7600,-1.1400,52.0110
4.2600,-49.5000,-12.9600,51.3450
5.2800,-52.8000,-10.8600,54.1630
6.5400,-51.9600,-7.1400,52.8540
11.2800,-50.7600,-1.1400,52.0110
13.3800,-52.2000,6.7200,54.3050
5.2800,-52.8000,-10.8600,54.1630
6.5400,-51.9600,-7.1400,52.8540
11.2800,-50.7600,-1.1400,52.0110
13.3800,-52.2000,6.7200,54.3050
17.1600,-55.3200,10.8600,58.9300
6.5400,-51.9600,-7.1400,52.8540
11.2800,-50.7600,-1.1400,52.0110
13.3800,-52.2000,6.7200,54.3050
17.1600,-55.3200,10.8600,58.9300
19.0800,-63.4200,13.2000,67.5310
11.2800,-50.7600,-1.1400,52.0110
13.3800,-52.2000,6.7200,54.3050
17.1600,-55.3200,10.8600,58.9300
19.0800,-63.4200,13.2000,67.5310
23.0400,-68.0400,8.2200,72.3040
13.3800,-52.2000,6.7200,54.3050
17.1600,-55.3200,10.8600,58.9300
19.0800,-63.4200,13.2000,67.5310
23.0400,-68.0400,8.2200,72.3040
23.5200,-69.0000,3.3600,72.9760
17.1600,-55.3200,10.8600,58.9300
19.0800,-63.4200,13.2000,67.5310
23.0400,-68.0400,8.2200,72.3040
23.5200,-69.0000,3.3600,72.9760
21.2400,-67.6800,-3.1800,71.0060
19.0800,-63.4200,13.2000,67.5310
23.0400,-68.0400,8.2200,72.3040
23.5200,-69.0000,3.3600,72.9760
21.2400,-67.6800,-3.1800,71.0060
18.2400,-63.4200,-8.0400,66.4790
23.0400,-68.0400,8.2200,72.3040
23.5200,-69.0000,3.3600,72.9760
21.2400,-67.6800,-3.1800,71.0060
18.2400,-63.4200,-8.0400,66.4790
18.5400,-56.2200,-10.0200,60.0400
23.5200,-69.0000,3.3600,72.9760
21.2400,-67.6800,-3.1800,71.0060
18.2400,-63.4200,-8.0400,66.4790
18.5400,-56.2200,-10.0200,60.0400
18.4800,-53.7600,-11.3400,57.9680
21.2400,-67.6800,-3.1800,71.0060
18.2400,-63.4200,-8.0400,66.4790
18.5400,-56.2200,-10.0200,60.0400
18.4800,-53.7600,-11.3400,57.9680
18.7200,-56.6400,-10.8600,60.6340
18.2400,-63.4200,-8.0400,66.4790
18.5400,-56.2200,-10.0200,60.0400
18.4800,-53.7600,-11.3400,57.9680
18.7200,-56.6400,-10.8600,60.6340
22.0800,-63.0000,-10.6200,67.5970
18.5400,-56.2200,-10.0200,60.0400
18.4800,-53.7600,-11.3400,57.9680
18.7200,-56.6400,-10.8600,60.6340
22.0800,-63.0000,-10.6200,67.5970
33.2400,-62.2800,-12.1200,71.6280
18.4800,-53.7600,-11.3400,57.9680
18.7200,-56.6400,-10.8600,60.6340
22.0800,-63.0000,-10.6200,67.5970
33.2400,-62.2800,-12.1200,71.6280
52.6800,-46.5600,-13.6200,71.6140
18.7200,-56.6400,-10.8600,60.6340
22.0800,-63.0000,-10.6200,67.5970
33.2400,-62.2800,-12.1200,71.6280
52.6800,-46.5600,-13.6200,71.6140
57.0000,-27.1200,-12.1200,64.2760
22.0800,-63.0000,-10.6200,67.5970
33.2400,-62.2800,-12.1200,71.6280
52.6800,-46.5600,-13.6200,71.6140
57.0000,-27.1200,-12.1200,64.2760
55.8600,-15.6000,-7.4400,58.4730
33.2400,-62.2800,-12.1200,71.6280
52.6800,-46.5600,-13.6200,71.6140
57.0000,-27.1200,-12.1200,64.2760
55.8600,-15.6000,-7.4400,58.4730
50.8200,-9.2400,0.4200,51.6550
52.6800,-46.5600,-13.6200,71.6140
